rows,alloc_time_ns,put_time_ns,run_time_ns,run_time_2_ns,get_output_time_ns,total_time_ns
1,30,42745,69076,58774,48429,219054
1,31,42666,61284,60514,44983,209478
1,33,61854,63385,63151,44506,232929
1,32,48551,58513,59385,52440,218921
1,31,56162,85223,65056,44411,250883
1,33,43044,59473,66852,43993,213395
1,32,42825,59783,64063,41006,207709
1,32,42419,64458,60154,45645,212708
1,32,47865,58682,58927,43102,208608
1,32,63365,63303,58537,43346,228583
1,32,47580,64334,62672,43321,217939
1,32,47163,82419,73558,54061,257233
1,33,43191,60322,59890,47586,211022
1,32,42268,60745,60787,43290,207122
1,32,46418,61658,63062,40208,211378
1,31,42213,63780,59016,42891,207931
1,31,44059,61001,62429,43851,211371
1,30,42137,57880,59560,47487,207094
1,32,43399,60637,60901,43759,208728
1,33,42425,60358,59296,45616,207728
1,32,42828,61638,62679,42889,210066
1,31,44316,60611,59872,43727,208557
1,33,44032,63428,64515,43250,215258
1,31,43125,59505,63249,43556,209466
1,31,42850,59162,59668,46344,208055
1,32,42904,59040,61403,43855,207234
1,33,43435,62398,59933,43562,209361
1,31,42330,59095,61636,44359,207451
1,31,44639,63293,62755,43844,214562
1,32,47496,64594,58306,44704,215132
1,33,67261,59877,63020,43549,233740
1,32,44398,59140,59448,43919,206937
1,32,41743,62885,59991,47288,211939
1,26,48023,60166,68211,43149,219575
1,31,44518,59229,58648,46884,209310
1,24,46423,60751,74373,44628,226199
1,31,44413,59166,83076,47600,234286
1,34,44930,101769,75170,46542,268445
1,32,42694,59448,58972,45309,206455
1,33,42730,60263,65364,63973,232363
1,32,42132,60058,62857,43588,208667
1,32,41897,64325,59256,42487,207997
1,32,43639,59965,60263,43249,207148
1,31,42017,60157,59958,50086,212249
1,30,51827,66827,62630,44046,225360
1,31,52140,60159,62193,42610,217133
1,33,45416,68321,87491,43522,244783
1,31,42558,63129,59461,43422,208601
1,33,44409,58867,65279,42917,211505
1,34,41903,64267,58841,43241,208286
1,32,43173,62499,56397,43743,205844
1,32,43859,60223,59925,45139,209178
1,34,43304,62102,63387,51849,220676
1,32,41611,60451,60867,45446,208407
1,34,44365,64955,63709,45623,218686
1,32,42854,60413,58876,42074,204249
1,32,43574,60217,59769,44361,207953
1,45,43794,60095,60079,42664,206677
1,32,42602,68648,58906,43317,213505
1,31,69460,66249,58881,50383,245004
1,32,48844,60612,59644,43793,212925
1,32,46064,60046,59779,44728,210649
1,30,43234,67611,62306,43722,216903
1,31,43590,59607,62933,44842,211003
1,32,51294,60301,58288,45336,215251
1,33,42145,73350,60170,42075,217773
1,32,45210,59295,62743,50049,217329
1,32,46812,63778,59783,46374,216779
1,32,45704,60601,72977,47623,226937
1,28,60286,78435,58751,44709,242209
1,32,44132,61237,58991,45537,209929
1,33,43256,59965,61650,44179,209083
1,32,44035,58854,59594,43160,205675
1,32,43006,63165,58931,44609,209743
1,31,43391,59733,63798,42118,209071
1,32,49114,59180,59414,49257,216997
1,31,42426,61185,75570,44874,224086
1,32,46520,81727,61851,43862,233992
1,33,41677,59398,58947,42727,202782
1,31,43576,60462,60740,44195,209004
1,31,42685,67635,58728,43695,212774
1,33,42827,62621,60768,43098,209347
1,33,40170,60391,61997,42979,205570
1,31,43987,64892,58967,47370,215247
1,31,43590,59507,58672,56452,218252
1,31,46287,66180,59913,43505,215916
1,33,44665,63469,59939,42862,210968
1,31,42327,59513,63508,43627,209006
1,31,44219,63787,59228,57678,224943
1,33,42544,64603,59395,41932,208507
1,32,43680,62249,59550,42689,208200
1,31,42722,59566,60391,44398,207108
1,32,50882,59058,63026,43506,216504
1,31,45276,67867,59135,43532,215841
1,30,43275,58696,63261,42624,207886
1,32,42015,60608,59656,44937,207248
1,34,42571,59855,59503,48646,210609
1,32,51963,59432,60617,44809,216853
1,32,43232,62159,59580,43032,208035
1,32,43030,63274,102104,44228,252668
1,32,43221,59406,66203,42683,211545
1,44,55635,67553,61724,76608,261564
1,33,71253,59124,59095,47337,236842
1,33,42860,59892,66146,42989,211920
1,31,46777,58859,58661,44863,209191
1,31,41734,63144,59155,50731,214795
1,34,42114,58881,62912,42569,206510
1,34,42914,63680,61344,46829,214801
1,33,44064,59623,63253,47316,214289
1,31,43475,61389,59325,46234,210454
1,27,49915,106360,59317,45215,260834
1,30,48050,60020,61662,42671,212433
1,31,44546,65573,66062,43977,220189
1,33,45719,60366,58379,43716,208213
1,32,46840,61582,57549,49661,215664
1,34,45454,63654,59085,44417,212644
1,45,43701,63372,60631,51225,218974
1,31,43784,60018,70222,42923,216978
1,32,43740,60865,63233,46887,214757
1,31,43633,60005,60461,44713,208843
1,33,46854,62780,61046,42581,213294
1,32,44914,67740,62666,52481,227833
1,32,43342,59156,60723,43254,206507
1,33,43412,60530,59007,45635,208617
1,32,43042,59868,60588,46384,209914
1,32,47232,64156,60265,43535,215220
1,31,42937,67928,62359,42970,216225
1,31,42487,61884,68356,43000,215758
1,31,43028,59902,59426,44853,207240
1,31,42432,60343,57044,44262,204112
1,27,44870,61649,60285,42565,209396
1,32,43163,60974,59758,43245,207172
1,32,45615,60644,59775,51415,217481
1,32,43656,62515,60307,44365,210875
1,33,44895,69651,62364,64031,240974
1,31,69520,59387,67579,42565,239082
1,31,43403,60315,59180,45396,208325
1,32,41989,61470,62399,45221,211111
1,33,47598,59427,60353,44434,211845
1,31,42688,63307,58851,42987,207864
1,31,42837,62674,84343,46509,236394
1,32,49665,65143,58956,42965,216761
1,34,42210,60198,60252,44004,206698
1,32,43809,59643,60247,43734,207465
1,31,42569,62854,64805,58704,228963
1,31,41834,64768,66940,43992,217565
1,33,43618,61088,59447,43267,207453
1,27,43342,59807,61469,43732,208377
1,30,44885,59611,59415,44073,208014
1,32,42838,63053,60368,42705,208996
1,33,43371,59026,63167,44003,209600
1,33,44377,61107,60104,46753,212374
1,34,43481,60499,61980,42915,208909
1,32,42877,60581,60116,43369,206975
1,31,43822,68141,59706,44645,216345
1,33,44652,61011,62797,42768,211261
1,32,43509,64551,59186,46809,214087
1,26,42181,59671,59961,43744,205583
1,33,43395,60525,59094,45602,208649
1,34,48949,60491,65360,43094,217928
1,33,44660,60204,63225,45463,213585
1,29,43791,65384,61030,49878,220112
1,32,44224,60929,60677,43981,209843
1,32,43118,60356,66507,44752,214765
1,31,43619,63380,59234,49134,215398
1,31,65099,87207,79541,56935,288813
1,33,45627,60389,58413,54605,219067
1,24,42832,61388,58609,45421,208274
1,32,44507,59567,60778,43964,208848
1,31,44788,59886,59230,55970,219905
1,28,44239,68577,64591,47072,224507
1,32,43715,60114,70504,47188,221553
1,34,46810,65317,75463,69599,257223
1,32,48378,61344,62514,48685,220953
1,32,65970,79454,62574,45684,253714
1,31,43229,64739,60509,44306,212814
1,34,43594,60416,69593,46439,220076
1,33,43775,60005,64705,41555,210073
1,31,44990,61555,60993,61613,229182
1,32,43360,61993,64161,43234,212780
1,32,43577,58368,58336,43137,203450
1,33,43611,60816,59318,43624,207402
1,32,45412,61297,64956,45472,217169
1,32,45141,63458,59100,46564,214295
1,32,47976,59662,207511,45196,360377
1,34,48066,62601,60184,44947,215832
1,35,43204,63951,60751,44348,212289
1,34,46981,59279,59188,45462,210944
1,42,48102,64256,61681,45511,219592
1,33,44325,59354,62385,46482,212579
1,33,43583,60605,58758,47213,210192
1,41,43184,58667,60339,42852,205083
1,31,47051,61036,61506,46070,215694
1,34,42785,62957,58836,43460,208072
1,31,45674,64357,66709,46089,222860
1,32,66671,57454,62887,44230,231274
1,31,54393,58940,63739,51560,228663
1,31,51896,58783,60652,43294,214656
1,39,52185,59279,70507,43523,225533
1,34,49913,68294,64839,46427,229507
1,32,44036,60290,71000,43988,219346
1,32,44769,59321,62584,47851,214557
1,32,44049,64064,59600,45378,213123
1,42,74781,69383,69123,43933,257262
1,44,44066,59594,63724,43441,210869
1,39,42365,59488,61395,46774,210061
1,32,42226,60074,67178,44880,214390
1,32,57645,60969,60113,43351,222110
1,31,52379,63507,60023,45601,221541
1,33,43697,66741,61432,43547,215450
1,33,43860,64448,59649,45797,213787
1,33,43830,62751,58004,44484,209102
1,33,51062,64500,63407,45068,224070
1,33,44014,61553,60002,48132,213734
1,45,44730,60695,61689,43729,210888
1,32,47217,61634,62737,45199,216819
1,33,43281,63186,63264,50914,220678
1,32,44074,61437,65759,44608,215910
1,33,43932,62033,59813,45038,210849
1,32,43460,60505,61190,45542,210729
1,41,46749,61125,60624,44336,212875
1,32,44157,64675,61475,46899,217238
1,32,44873,60417,59229,45064,209615
1,33,46071,61450,60192,45122,212868
1,33,44835,60353,61772,43935,210928
1,35,43241,60519,60778,46016,210589
1,32,43151,71835,61814,45561,222393
1,32,50407,74938,70624,57577,253578
1,32,88179,81573,61750,44792,276326
1,31,44292,60224,59235,43988,207770
1,31,44078,64593,67832,47036,223570
1,32,43857,64374,60715,43945,212923
1,32,44254,60373,72471,44881,222011
1,39,44084,62318,60260,45951,212652
1,32,45268,60005,62942,49532,217779
1,33,44865,61999,64304,43599,214800
